id,label
Palm Beach girls,Palm Beach girls
procurement charge,procurement charge
legal fees of girls who sue him,legal fees of girls who sue him
charity,charity
$20 million settlement,$20 million settlement
Forbes billionaires,Forbes billionaires
children of the wealthy,children of the wealthy
ranch in New Mexico,ranch in New Mexico
apartment in Paris,apartment in Paris
island in the Caribbean,island in the Caribbean
house in Palm Beach,house in Palm Beach
Dubin Breast Center,Dubin Breast Center
Lolita (book),Lolita (book)
institutional interests,institutional interests
yen,yen
ruble,ruble
euro,euro
notorious sex offender,notorious sex offender
Ehud Barack,Ehud Barack
Richard Azel,Richard Azel
global financial markets,global financial markets
institutional affiliations,institutional affiliations
city Parks Department,city Parks Department
math team,math team
large private house in Manhattan,large private house in Manhattan
private 727 plane,private 727 plane
legal fees of victims,legal fees of victims
victims' lawsuits,victims' lawsuits
$20 million,$20 million
Forbes 400 billionaires' wealth increase,Forbes 400 billionaires' wealth increase
New Mexico ranch,New Mexico ranch
park,park
sexual quid pro quo,sexual quid pro quo
tumor suppressor genes,tumor suppressor genes
NYU Courant Institute,NYU Courant Institute
solicitation charges,solicitation charges
Bush FBI,Bush FBI
legal fees for 40 girls,legal fees for 40 girls
civil suits,civil suits
Fergie,Fergie
bad press,bad press
future wealth redistribution,future wealth redistribution
Forbes 400 wealth increase,Forbes 400 wealth increase
present girlfriend,present girlfriend
Harvard Institute for Evolutionary Dynamics,Harvard Institute for Evolutionary Dynamics
oil price,oil price
yen price,yen price
ruble price,ruble price
euro price,euro price
quants,quants
quants' algorithms,quants' algorithms
science experiment,science experiment
Goldman Sachs partners,Goldman Sachs partners
tech geniuses,tech geniuses
Florida prosecutors,Florida prosecutors
legal fees for 40 victims,legal fees for 40 victims
former director of ports in Djibouti,former director of ports in Djibouti
financial penalty,financial penalty
court hearing,court hearing
Uma Sanghvi,Uma Sanghvi
butlers,butlers
addendum to plea agreement,addendum to plea agreement
state charges of solicitation of prostitution,state charges of solicitation of prostitution
18 months jail and one year community control,18 months jail and one year community control
private driver,private driver
George Frick,George Frick
office in downtown West Palm Beach,office in downtown West Palm Beach
Andr??s Pastrana,Andr??s Pastrana
Level 3 sex offender,Level 3 sex offender
scientific research,scientific research
civil trial,civil trial
Casey Frank,Casey Frank
Aaron Albright,Aaron Albright
Marta Oliver Craviotto,Marta Oliver Craviotto
Mary Behne,Mary Behne
Adrian Ruhi,Adrian Ruhi
Noel Gonzalez,Noel Gonzalez
Pedro Portal,Pedro Portal
Jessica Gilbert,Jessica Gilbert
Eddie Alvarez,Eddie Alvarez
Doha,Doha
Security Council,Security Council
Map 21 Israeli Settlements 2012,Map 21 Israeli Settlements 2012
Brad Bank,Brad Bank
new hires,new hires
candidate,candidate
Jerry,Jerry
Swiss bank accounts,Swiss bank accounts
train,train
emergency room doctor,emergency room doctor
prime minister,prime minister
Sarkozy,Sarkozy
Mayor Michael Bloomberg,Mayor Michael Bloomberg
Joseph Meyer,Joseph Meyer
Drew Farkas,Drew Farkas
wealth transfer,wealth transfer
Dalton father,Dalton father
looted monies,looted monies
Larson,Larson
President Waheed,President Waheed
Presidents Private Dinner Event,Presidents Private Dinner Event
Hamad Bin Jassim,Hamad Bin Jassim
zero interest rates,zero interest rates
memory and language,memory and language
FP,FP
Abu Dhabi,Abu Dhabi
David Ero,David Ero
philanthropic research initiatives,philanthropic research initiatives
unknown USAO official,unknown USAO official
local conduct,local conduct
politician,politician
The Wild Bunch,The Wild Bunch
iy,iy
white guys,white guys
Obama family,Obama family
crony capitalism,crony capitalism
former president,former president
city,city
Gyd??rgy Schwartz,Gyd??rgy Schwartz
media co.,media co.
NGOs,NGOs
Pottinger,Pottinger
Stan,Stan
David Boies partner,David Boies partner
legal cutout,legal cutout
written statement,written statement
defense strategy,defense strategy
trusted intermediary,trusted intermediary
official,official
editor quote,editor quote
top person,top person
Manafort,Manafort
afternoon,afternoon
Economist event,Economist event
Ei,Ei
Tom Brady,Tom Brady
Saudi sovereign wealth fund,Saudi sovereign wealth fund
crypto,crypto
Italian TV,Italian TV
Super Bowl party,Super Bowl party
Qatar delegation,Qatar delegation
Zuberi,Zuberi
Washington Post article about federal prosecutors subpoena for Trump inaugural committee documents,Washington Post article about federal prosecutors subpoena for Trump inaugural committee documents
unknown person hbj,unknown person hbj
sasse,sasse
sasse accusation,sasse accusation
situation,situation
Lula,Lula
complexity,complexity
truth,truth
briefing,briefing
Trump organization,Trump organization
RONA,RONA
Rona,Rona
Rodger,Rodger
financial document,financial document
document sections,document sections
White House press conference,White House press conference
Twitter post,Twitter post
Eco-Fascist,Eco-Fascist
Oman,Oman
center pieces,center pieces
G20,G20
winning,winning
kovel agreement,kovel agreement
pilots,pilots
Leon Black money,Leon Black money
women payoffs,women payoffs
Burke,Burke
Matt Calamari,Matt Calamari
home team,home team
mr evil,mr evil
McGahn's replacement,McGahn's replacement
first line of defense if House flips,first line of defense if House flips
Emmett,Emmett
political landscape,political landscape
K,K
tuxedo with two black shirts,tuxedo with two black shirts
premier,premier
media screening and press conference,media screening and press conference
populist,populist
investment opportunity,investment opportunity
Brazilian paratrooper,Brazilian paratrooper
Venezuela oil reserves,Venezuela oil reserves
Cisneros,Cisneros
patch,patch
leaders,leaders
TT,TT
pattern flipping,pattern flipping
Mar-a-Lago north,Mar-a-Lago north
Grundoon,Grundoon
KSA,KSA
Tyler,Tyler
train scenario,train scenario
misdemeanor charges,misdemeanor charges
double whoops,double whoops
Gordon Brown,Gordon Brown
Kathy Ruemm,Kathy Ruemm
misdemeanors,misdemeanors
Lenox Hill doctor,Lenox Hill doctor
conceptual machine translation,conceptual machine translation
request???confirmation networks,request???confirmation networks
"economic, military, tech topics","economic, military, tech topics"
Trump trip,Trump trip
subject categories,subject categories
"economic, military, tech aspects","economic, military, tech aspects"
Ben Sosenko,Ben Sosenko
Committee,Committee
overblown nature of mob prosecutors' actions,overblown nature of mob prosecutors' actions
David I. Schoen,David I. Schoen
voter verification tools,voter verification tools
soliciting prostitution from a teen,soliciting prostitution from a teen
settlements of three lawsuits by teens,settlements of three lawsuits by teens
teen plaintiffs,teen plaintiffs
HOUSE_OVERSIGHT_026330,HOUSE_OVERSIGHT_026330
debating tips,debating tips
macgiver,macgiver
BHSEC admissions competition,BHSEC admissions competition
state education boards,state education boards
Lifeboat Foundation,Lifeboat Foundation
need for resources in scientific research,need for resources in scientific research
Karim Wade,Karim Wade
this communication,this communication
Josh Bolton,Josh Bolton
everyone,everyone
Gates Foundation,Gates Foundation
BG,BG
average American,average American
privacy of health information,privacy of health information
Health data ciphers,Health data ciphers
blockchain for healthcare PDF,blockchain for healthcare PDF
bg,bg
Boris,Boris
HOUSE_OVERSIGHT_027236,HOUSE_OVERSIGHT_027236
Milken event,Milken event
Washington Post article on naked mole rats,Washington Post article on naked mole rats
Woody Suki,Woody Suki
Mary Erdoes,Mary Erdoes
federal agencies,federal agencies
support,support
Jake Gittes,Jake Gittes
ZZ,ZZ
head of NATO,head of NATO
EZ,EZ
Eurabia,Eurabia
HBJ,HBJ
SKB,SKB
Thornton,Thornton
Kudlow,Kudlow
former Soros partner,former Soros partner
Larsen,Larsen
Urban,Urban
Rick,Rick
Cohen office,Cohen office
crime fraud,crime fraud
Ms Miller,Ms Miller
HOUSE_OVERSIGHT_027282,HOUSE_OVERSIGHT_027282
Catholic school girl,Catholic school girl
Bannon's deputy,Bannon's deputy
Mohammed bin Zayed,Mohammed bin Zayed
China intelligence,China intelligence
nationalist economic strategy,nationalist economic strategy
Trump Foundation,Trump Foundation
Attorney General's Investigation,Attorney General's Investigation
Trump accounting office,Trump accounting office
Weisselberg,Weisselberg
Merkle,Merkle
Conti,Conti
Gilbert,Gilbert
Mbz,Mbz
Pe,Pe
Jonathan Karl,Jonathan Karl
house intel,house intel
legal opinion,legal opinion
Peking,Peking
optics,optics
his head,his head
Jon Karl,Jon Karl
news piece,news piece
smells,smells
Kruger,Kruger
Angela Merkel migration coalition,Angela Merkel migration coalition
Richmond,Richmond
Bronshtein,Bronshtein
Joseph Goebbels,Joseph Goebbels
Starr,Starr
Cruz,Cruz
Cotton,Cotton
Kavanagh,Kavanagh
Dutch television,Dutch television
Pakistani prime minister,Pakistani prime minister
Jewish carpenter,Jewish carpenter
deconstruction,deconstruction
administrative state,administrative state
bright guy,bright guy
Stefan Halper,Stefan Halper
Fred Sanford,Fred Sanford
nov,nov
Dem,Dem
he,he
Nick Ribis,Nick Ribis
Ay,Ay
Turkish lira,Turkish lira
China-Persia-Turkey economic situation,China-Persia-Turkey economic situation
Persia (Iran),Persia (Iran)
planned_meeting,planned_meeting
Oslo play,Oslo play
Nobel peace prize person,Nobel peace prize person
Czech Republic,Czech Republic
Times article,Times article
Paul Singer,Paul Singer
Zamel,Zamel
Prinz,Prinz
great opportunity,great opportunity
world's fair pavilion,world's fair pavilion
internet regression to the mean,internet regression to the mean
message,message
Mister Bone Saw,Mister Bone Saw
film trailer,film trailer
Blumenthal,Blumenthal
Jabor,Jabor
plane arrangement,plane arrangement
travel agent,travel agent
jabor,jabor
jet charter,jet charter
soldiers,soldiers
the left,the left
AD,AD
fiat guy,fiat guy
Theresa,Theresa
Michael Gove,Michael Gove
Jacob Rees-Mogg,Jacob Rees-Mogg
phones,phones
Hungarian group,Hungarian group
Tr,Tr
riot outside gate,riot outside gate
riot outside,riot outside
venues,venues
Alex Spiro,Alex Spiro
Spiro,Spiro
Lucifer,Lucifer
Ken Lebow,Ken Lebow
David Geovanis,David Geovanis
Benton Lebow,Benton Lebow
Barrack,Barrack
Geovanias,Geovanias
Alexander Dugin,Alexander Dugin
Saudi head,Saudi head
Agr 7,Agr 7
Thursday,Thursday
airport,airport
EU Foreign Ministers,EU Foreign Ministers
Slovakia,Slovakia
internal politics,internal politics
the case,the case
HOUSE_OVERSIGHT_027535,HOUSE_OVERSIGHT_027535
Weisman,Weisman
CCP leadership,CCP leadership
policy approach,policy approach
reformists,reformists
'Reform' all happy talk,'Reform' all happy talk
brittle key,brittle key
long game,long game
Xi describes Djt as typical American bully,Xi describes Djt as typical American bully
Matt Hiltzig,Matt Hiltzig
